,cost,feasible,status,costs,actions,upperbound,lowerbound,gap,iterations,nodes_processed,nodes_remaining,runtime,total_cost
531,0.05533332054283323,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.055476366044604514,0.055476366044604514,0.0,28,0,0,0.0,0.05533332054283324
532,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.10575742402059198,0.10575742402059198,0.0,33,0,0,0.0,0.16099995436787085
534,0.10566663382503758,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0. -0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10635801813730074,0.10635801813730074,0.0,45,0,0,0.0,0.22399993889223502
535,0.05533332054283323,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.05566173653873861,0.05566173653873861,0.0,36,0,0,0.03125,0.05533332054283324
538,0.13266662116747585,True,integer optimal solution,"[ 0.      0.      0.      0.0357  0.0016  0.      0.      0.     -0.
 -0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.1327
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[  0.   0.   0.  -6. -57.   0.   0.   0.  -0.  -0.   0.   1.  -0.   1.
   0.   0.   0.  -1.   0.   1.   0.   0.   0.   0.   0.   0.]",0.13283786272276688,0.13283786272276688,0.0,61,0,0,0.0,0.3939559930198754
539,0.055333320542833235,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.055421121755584384,0.055421121755584384,0.0,40,0,0,0.015625,0.05533332054283324
540,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.1062735809853854,0.1062735809853854,0.0,1,0,0,0.0,0.16099995436787085
541,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.     -0.
  0.      0.     -0.     -0.     -0.     -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0.  0.  0. -0. -0. -0. -0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.0556520552887569,0.0556520552887569,0.0,28,0,0,0.0,0.05533332054283324
542,0.05533332054283324,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.055348650860691136,0.055348650860691136,0.0,39,0,0,0.0,0.05533332054283324
543,0.021960230219555843,True,integer optimal solution,"[ 0.     0.     0.     0.     0.022 -0.     0.     0.     0.    -0.
  0.     0.    -0.    -0.     0.     0.     0.     0.     0.    -0.
  0.     0.     0.     0.    -0.     0.   ]","[   0.    0.    0.    0. -126.    0.    0.    0.    0.   -0.    0.    0.
   -0.   -0.    0.    0.    0.    0.    0.   -0.    0.    0.    0.    0.
   -0.    0.]",0.022103043471685725,0.022103043471685725,0.0,27,0,0,0.0,0.021960230219555843
545,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.0365  0.033   0.      0.     -0.      0.
 -0.      0.      0.063  -0.      0.1057 -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.059   0.     -0.      0.    ]","[   0.    0.    0.   -1. -113.    0.   -0.    0.    0.   -0.    0.    1.
   -0.    1.   -0.    0.    0.    0.    0.    1.    0.    0.   -1.    0.
   -0.    0.]",0.10723397829646757,0.10723397829646757,0.0,40,0,0,0.0,0.35249424947044966
547,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0.  0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.055617816296167896,0.055617816296167896,0.0,33,0,0,0.0,0.05533332054283324
548,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.0487 0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  1.  0. -1.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.10752881146038998,0.10752881146038998,0.0,4,0,0,0.015625,0.2726665949716889
549,0.035653095137924806,True,integer optimal solution,"[ 0.      0.      0.      0.0357  0.0329 -0.      0.     -0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.     -0.      0.      0.      0.      0.      0.      0.    ]","[    0.     0.     0.    -6. -1428.     0.    -0.     0.    -0.     0.
     0.    -0.    -0.    -0.     0.     0.     0.     0.     0.    -0.
     0.     0.     0.     0.     0.     0.]",0.035665095585506595,0.0356650955855066,0.0,40,0,0,0.0,0.06852708704719546
552,0.004158476839313918,True,integer optimal solution,"[ 0.      0.      0.      0.      0.0042  0.      0.     -0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.    0. -121.    0.    0.    0.   -0.    0.    0.   -0.
   -0.   -0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.]",0.0041623978437255755,0.0041623978437255755,0.0,16,0,0,0.015625,0.004158476839313918
555,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.     -0.      0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05571854898921569,0.05571854898921569,0.0,36,0,0,0.0,0.05533332054283324
556,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.0346  0.0207 -0.     -0.     -0.     -0.
 -0.      0.      0.063   0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[  0.   0.   0.  -1. -92.   0.  -0.   0.  -0.  -0.   0.   1.   0.  -0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.   0.]",0.06404758041055544,0.06404758041055544,0.0,34,0,0,0.0,0.17358798053310154
557,0.06299998452436384,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0. -0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06311873571576543,0.06311873571576543,0.0,38,0,0,0.0,0.11833330506719741
558,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.      0.     -0.     -0.     -0.      0.      0.0487  0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0. -0.  0. -0. -0. -0.  0. -1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05592230859995547,0.05592230859995547,0.0,36,0,0,0.0,0.1039999766222871
560,0.06299998452436384,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06363846162914494,0.06363846162914494,0.0,34,0,0,0.0,0.11833330506719741
561,0.11966662739753053,True,integer optimal solution,"[ 0.      0.      0.      0.1076  0.0953 -0.      0.      0.      0.1197
 -0.      0.      0.063  -0.      0.1057  0.      0.0487  0.     -0.
  0.      0.      0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.   -3. -326.    0.    0.    0.    1.   -0.    0.    1.
   -0.    1.    0.   -1.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.]",0.12240362534680979,0.12240362534680979,0.0,34,0,0,0.0,0.539892686893701
562,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0. -0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10580992802884501,0.10580992802884501,0.0,1,0,0,0.0,0.16099995436787085
563,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.0609  0.046   0.      0.      0.     -0.
  0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -5.000e+00 -4.131e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.0630657730401107,0.0630657730401107,0.0,45,0,0,0.0,0.22530648758627547
564,0.13266662116747585,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.     -0.
  0.      0.      0.     -0.      0.1057 -0.      0.      0.      0.1327
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0. -0.  1. -0.  0.  0. -1.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.13280329886921874,0.13280329886921874,0.0,51,0,0,0.015625,0.2936665755353467
565,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.0365  0.     -0.     -0.     -0.     -0.
  0.      0.      0.063   0.     -0.     -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0. -1.  0.  0.  0.  0. -0.  0.  0.  1.  0. -0. -0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06372809145625054,0.06372809145625054,0.0,36,0,0,0.0,0.15487255022701796
568,0.06299998452436384,True,integer optimal solution,"[0.     0.     0.     0.0166 0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0. -2.  0.  0.  0. -0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06310822660360893,0.06310822660360893,0.0,47,0,0,0.0,0.13488365330428786
569,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.0563  0.0571 -0.     -0.      0.     -0.
  0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.000e+01 -1.398e+03 -0.000e+00
 -0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.06303954410310986,0.06303954410310986,0.0,36,0,0,0.0,0.2317773887585899
570,0.2043332500338469,True,integer optimal solution,"[ 0.      0.      0.      0.0365  0.0121 -0.      0.      0.     -0.
  0.      0.      0.063   0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.2043 -0.      0.    ]","[  0.   0.   0.  -1. -82.   0.   0.   0.  -0.   0.   0.   1.   0.   1.
   0.   0.   0.   0.   0.   1.   0.   0.   0.  -1.  -0.   0.]",0.2060686381429609,0.20606863814296092,0.0,61,7,0,0.015625,0.4769524599353848
572,0.06299998452436384,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.059  0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0. -1.  0.  0.  0.]",0.06320307116136685,0.06320307116136686,0.0,39,0,0,0.0,0.177333291011873
573,0.06299998452436428,True,integer optimal solution,"[ 0.      0.      0.      0.      0.03   -0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.    0. -138.    0.    0.    0.   -0.   -0.    0.    1.
   -0.   -0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.06421790126382451,0.06421790126382451,0.0,37,0,0,0.0,0.14835346716440811
574,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.055839855735593774,0.055839855735593774,0.0,18,0,0,0.0,0.05533332054283324
575,0.03866665912946565,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0387 0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -0.
 -1.  0.  0.  0.  0.  0.  0.  0.]",0.038777655814287555,0.038777655814287555,0.0,34,0,0,0.0,0.03866665912946565
578,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.0609  0.      0.      0.     -0.     -0.
 -0.      0.     -0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0. -5.  0.  0.  0.  0. -0. -0.  0. -0. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.10616619073833433,0.10616619073833433,0.0,45,0,0,0.0,0.22194266588537181
579,0.1399434179054423,True,integer optimal solution,"[ 0.      0.      0.      0.1399  0.1094 -0.     -0.     -0.      0.1197
 -0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[   0.    0.    0.   -4. -545.    0.   -0.    0.    1.   -0.    0.    1.
   -0.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.14318637588156083,0.14318637588156083,0.0,39,7,0,0.0,0.5930157310790662
582,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.10612751442507613,0.10612751442507613,0.0,39,0,0,0.0,0.16099995436787085
583,0.20666658206062338,True,integer optimal solution,"[ 0.      0.      0.      0.0703  0.     -0.     -0.      0.     -0.
 -0.      0.      0.063   0.2067  0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.2043 -0.      0.    ]","[ 0.  0.  0. -6.  0.  0. -0.  0. -0. -0.  0.  1.  1.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -1. -0.  0.]",0.208100331745728,0.208100331745728,0.0,33,0,0,0.0,0.705297201782773
585,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.10770596480167256,0.10770596480167256,0.0,4,0,0,0.0,0.22399993889223502
587,0.020123013129969697,True,integer optimal solution,"[ 0.      0.      0.     -0.      0.0201  0.      0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.     -0.      0.    ]","[  0.   0.   0.   0. -69.   0.   0.   0.  -0.  -0.   0.  -0.  -0.  -0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.   0.]",0.020241226067630045,0.020241226067630045,0.0,23,0,0,0.0,0.020123013129969697
591,0.17183802667394477,True,integer optimal solution,"[ 0.      0.      0.      0.1718  0.1704 -0.      0.     -0.      0.1197
  0.      0.      0.063   0.      0.1057 -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.   -5. -607.   -0.    0.    0.    1.    0.    0.    1.
    0.    1.   -0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.1741718303251594,0.1741718303251594,0.0,41,0,0,0.0,0.6859073113688683
593,0.11966662739753053,True,integer optimal solution,"[ 0.      0.      0.      0.1076  0.1092 -0.      0.      0.      0.1197
  0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.   -3. -532.    0.    0.    0.    1.    0.    0.    1.
   -0.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.12433945613285172,0.12433945613285172,0.0,37,0,0,0.0,0.5604725187071448
595,0.04866665607945375,True,integer optimal solution,"[ 0.      0.      0.      0.     -0.      0.     -0.      0.     -0.
 -0.      0.     -0.      0.     -0.      0.      0.0487  0.      0.
  0.     -0.      0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0.  0. -0.  0. -1.  0.  0.
  0. -0.  0.  0.  0.  0. -0.  0.]",0.049111106062710096,0.049111106062710096,0.0,0,0,1,0.0,0.04866665607945386
596,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.      0.     -0.      0.     -0.     -0.
 -0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0.  1. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.10725302842197491,0.10725302842197491,0.0,27,0,0,0.015625,0.22399993889223502
597,0.018785631711843886,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.0188 -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0. -1. -0.  0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0. -0.  0.]",0.018857784413818093,0.018857784413818093,0.0,25,0,0,0.0,0.018785631711843886
599,0.06299998452436417,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.06306105970759135,0.06306105970759135,0.0,40,0,0,0.0,0.11833330506719741
601,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.     -0.     -0.     -0.     -0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0.  1. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.063785570606949,0.063785570606949,0.0,37,0,0,0.0,0.11833330506719741
602,0.1770101293112337,True,integer optimal solution,"[ 0.      0.      0.      0.1718  0.177  -0.      0.      0.      0.1197
 -0.      0.      0.063  -0.      0.1057  0.      0.0487  0.      0.1327
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.   -5. -617.    0.    0.    0.    1.   -0.    0.    1.
   -0.    1.    0.   -1.    0.   -1.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.18210965354335942,0.18210965354335942,0.0,32,0,0,0.0,0.8738479995218738
603,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.0515  0.     -0.     -0.      0.     -0.
  0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0. -4.  0. -0. -0.  0. -0.  0.  0.  1. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.06335853413770666,0.06335853413770666,0.0,40,0,0,0.0,0.16986437487418782
604,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.      0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0.  0. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.10646620088732851,0.10646620088732851,0.0,36,0,0,0.0,0.16099995436787085
607,0.10566663382503759,True,integer optimal solution,"[0.     0.     0.     0.0147 0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.0387 0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.]",0.10642452685057983,0.10642452685057983,0.0,34,0,0,0.0,0.2773456148029795
608,0.055332489204166495,True,integer optimal solution,"[0.     0.     0.     0.     0.0007 0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0. -3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.055342242016003615,0.055342242016003615,0.0,43,0,0,0.0,0.05605277255174451
609,0.06299998452436428,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0. -0.  0.  1. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06407751315704699,0.06407751315704699,0.0,27,0,0,0.015625,0.11833330506719741
610,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.     -0.      0.     -0.
 -0.      0.     -0.      0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.     -0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0.  0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05565212627508274,0.05565212627508274,0.0,31,0,0,0.0,0.05533332054283324
612,0.06299998452436417,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.0632755184090986,0.0632755184090986,0.0,43,0,0,0.0,0.11833330506719741
613,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.0487 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0. -1.  0. -0.
  0.  0.  0.  0.  0.  0.  0.  0.]",0.10628378937914246,0.10628378937914246,0.0,17,0,0,0.0,0.21733327442885564
614,0.06299998452436417,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.06326150078295187,0.06326150078295187,0.0,35,0,0,0.0,0.11833330506719741
615,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.0563  0.0449 -0.      0.      0.     -0.
  0.      0.      0.     -0.      0.1057  0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.000e+01 -3.946e+03  0.000e+00
 -0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.1057028766156868,0.10570287661568681,0.0,50,0,0,0.0,0.26220098720899554
